F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-PluginContainer,F16-RepositoryBase,F16-Profile,F16-RepositoryPolicy,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-void,F16-int,F16-ActivationOS,F16-boolean,F16-String,F16-Date,F16-ActivationProperty,F16-ConfigurationContainer,F16-FileSet,F16-Activation,F16-Model,F16-Settings,F3-NA,F3-planItemIterator.next(),F3-Model,F3-Class,F3-localRepository(),F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-File,F3-RepositoryMetadata,F3-InputStream,F3-null,F3-boolean,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F7--,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-static,F17-NA,F2-MetadataXpp3Reader,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Short,F2-HashMap<String Artifact>,F2-MavenXpp3Reader,F2-String,F2-Collections,F2-ParamdocXpp3Reader,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-List,F2-MavenProject,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-java.util.Properties,F6-java.util.HashMap,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.lifecycle.internal.ConcurrentBuildLogger,F6-org.apache.maven.model.io.xpp3.FileSet,F6-java.lang.StringBuilder,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-getBasedir,F1-getPluginRepositories,F1-getBooleanValue,F1-longValue,F1-equals,F1-floatValue,F1-charAt,F1-getPlugins,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-start,F9-buildStartTime,F9-username,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-plugin,F9-pomArtifact,F9-NA,F9-relocatedArtifact,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-DependencyManagement,F4-boolean,F4-InputStream,F4-long,F4-Date,F4-float,F4-char,F4-Object,F4-File,F4-void,F4-double,F4-List,F4-StringBuilder,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-Authentication,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-MojoExecution,F8-NA,F8-InternalConfig,F8-ProjectBuilder,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-bimargulies@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-stephenc@apache.org,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,status
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultUpdateCheckManagerTest.java,1283,True,16,9,1449,1,8,152,5,22,0.770833333333,155,18,0.116129032258,0.6875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,12,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.0289351851852,0.0138888888889,0.00347222222222,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,2,1574,1283,2286,0,0.0,0,0,0,0,0.0,158,4,0,162,0,154,0,0.0176712486814,0,2433,0,227,85,0,2745,2206,0.0653724413417,879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1590,10178,181,892,open
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultUpdateCheckManagerTest.java,1283,True,30,9,1449,1,8,152,7,22,0.4,155,18,0.116129032258,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,12,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.0289351851852,0.0138888888889,0.00115740740741,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,2,1574,1283,2286,0,0.0,0,0,0,0,0.0,158,4,0,162,0,154,0,0.0176712486814,0,2433,0,227,85,0,2745,2206,0.0653724413417,879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1590,10178,181,892,open
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultUpdateCheckManagerTest.java,1283,True,28,9,1449,1,8,152,9,22,0.860416666667,155,18,0.116129032258,0.285714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,12,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.0289351851852,0.0138888888889,0.00115740740741,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,2,1574,1283,2286,0,0.0,0,0,0,0,0.0,158,4,0,162,0,154,0,0.0176712486814,0,2433,0,227,85,0,2745,2206,0.0653724413417,879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1590,10178,181,892,open
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultUpdateCheckManagerTest.java,1283,True,30,9,1449,1,8,152,7,22,0.633333333333,155,18,0.116129032258,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,12,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.0289351851852,0.0138888888889,0.00115740740741,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,2,1574,1283,2286,0,0.0,0,0,0,0,0.0,158,4,0,162,0,154,0,0.0176712486814,0,2433,0,227,85,0,2745,2206,0.0653724413417,879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1590,10178,181,892,open
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultUpdateCheckManagerTest.java,1283,True,17,9,1449,1,8,152,4,22,0.5375,155,18,0.116129032258,0.705882352941,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,12,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.0289351851852,0.0138888888889,0.00347222222222,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,2,1574,1283,2286,0,0.0,0,0,0,0,0.0,158,4,0,162,0,154,0,0.0176712486814,0,2433,0,227,85,0,2745,2206,0.0653724413417,879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1590,10178,181,892,open
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultUpdateCheckManagerTest.java,1283,True,34,9,1449,1,8,152,7,22,0.508333333333,155,18,0.116129032258,0.220588235294,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,12,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.0289351851852,0.0138888888889,0.00347222222222,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,2,1574,1283,2286,0,0.0,0,0,0,0,0.0,158,4,0,162,0,154,0,0.0176712486814,0,2433,0,227,85,0,2745,2206,0.0653724413417,879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1590,10178,181,892,open
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultUpdateCheckManagerTest.java,1283,True,17,9,1449,1,8,152,4,22,0.533333333333,155,18,0.116129032258,0.647058823529,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,12,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.0289351851852,0.0138888888889,0.00347222222222,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,2,1574,1283,2286,0,0.0,0,0,0,0,0.0,158,4,0,162,0,154,0,0.0176712486814,0,2433,0,227,85,0,2745,2206,0.0653724413417,879,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1590,10178,181,892,open
1472,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultWagonManager.java,920,True,119,19,1449,1,20,152,22,22,0.614193548387,606,79,0.130363036304,0.941176470588,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,5,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.0289351851852,0.00578703703704,0.00231481481481,0.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,0.2,24,1574,1283,2286,0,0.0,0,0,0,0,0.0,700,51,22,773,0,649,0,0.103690215251,0,2433,0,227,85,0,2745,2206,0.0653724413417,761,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1472,10178,181,892,close
1472,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultWagonManager.java,920,True,119,19,1449,1,32,152,22,22,0.436129032258,606,79,0.130363036304,0.268907563025,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,5,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.0289351851852,0.00578703703704,0.00231481481481,0.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,0.2,24,1574,1283,2286,0,0.0,0,0,0,0,0.0,700,51,22,773,0,649,0,0.103690215251,0,2433,0,227,85,0,2745,2206,0.0653724413417,761,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1472,10178,181,892,open
1472,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultWagonManager.java,920,True,68,19,1449,1,18,152,13,22,0.906451612903,606,79,0.130363036304,0.345588235294,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,5,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.0289351851852,0.00578703703704,0.00115740740741,1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,0.2,24,1574,1283,2286,0,0.0,0,0,0,0,0.0,700,51,22,773,0,649,0,0.103690215251,0,2433,0,227,85,0,2745,2206,0.0653724413417,761,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1472,10178,181,892,close
1472,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultWagonManager.java,920,True,10,19,1449,1,16,152,2,22,0.8,606,79,0.130363036304,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,5,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,19,3,1,0.0289351851852,0.00578703703704,0.00115740740741,1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,0.2,24,1574,1283,2286,0,0.0,0,0,0,0,0.0,700,51,22,773,0,649,0,0.103690215251,0,2433,0,227,85,0,2745,2206,0.0653724413417,761,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1472,10178,181,892,close
1472,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultWagonManager.java,920,True,67,19,1449,1,16,152,10,22,0.717419354839,606,79,0.130363036304,0.44776119403,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,5,PERFORMANCE,0.00703399765533,WMI_WRONG_MAP_ITERATOR,18,2,1,0.0289351851852,0.00578703703704,0.00115740740741,-1.0,0.5,0.0208333333333,0.103260869565,0.331596779358,0.0,0.0,0.0222743259086,0.331596779358,-0.76,0.2,24,1574,1283,2286,0,0.0,0,0,0,0,0.0,700,51,22,773,0,649,0,0.103690215251,0,2433,0,227,85,0,2745,2206,0.0653724413417,761,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1472,10178,181,892,open
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultWagonManagerTest.java,1283,True,9,17,1449,4,8,152,5,22,0.467289719626,307,45,0.14657980456,0.444444444444,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,5,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.0289351851852,0.00578703703704,0.00115740740741,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,5,1574,1283,2286,0,0.0,0,0,0,0,0.0,29,13,10,52,0,16,0,0.0455406972465,0,2433,0,227,85,0,2745,2206,0.0653724413417,457,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1168,10178,181,892,open
2286,org/apache/maven/repository/legacy,org/apache/maven/repository/legacy/DefaultWagonManagerTest.java,1283,True,9,17,1449,4,8,152,5,22,0.422897196262,307,45,0.14657980456,0.444444444444,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,25,5,BAD_PRACTICE,0.042203985932,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.0289351851852,0.00578703703704,0.00115740740741,-1.0,0.194444444444,0.00921387073348,0.0617283950617,0.148627223638,-0.555555555556,0.00234466588511,0.010550996483,0.148627223638,-0.76,-1.0,5,1574,1283,2286,0,0.0,0,0,0,0,0.0,29,13,10,52,0,16,0,0.0455406972465,0,2433,0,227,85,0,2745,2206,0.0653724413417,457,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1168,10178,181,892,open
