F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ArtifactResolutionException,F16-DependencyManagement,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-Dependency,F16-void,F16-int,F16-boolean,F16-Repository,F16-Date,F16-String,F16-Activation,F16-Model,F16-Settings,F16-Notifier,F3-NA,F3-planItemIterator.next(),F3-Model,F3-localRepository(),F3-problems.getModel(),F3-DefaultBeanConfigurationRequest,F3-File,F3-InputStream,F3-null,F3-ProjectSegment,F3-event.getSession(),F3-XmlPullParser,F3-String,F3-int,F3-ArtifactResolutionRequest,F3-ModelBuildingRequest,F3-Properties,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-static,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Short,F2-SettingsXpp3Reader,F2-HashMap<String Artifact>,F2-String,F2-Collections,F2-ParamdocXpp3Reader,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-DefaultModelValidatorTest,F2-List,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.util.ArrayList,F6-java.util.Properties,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-org.apache.maven.model.building.FileModelSource,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-org.apache.maven.repository.internal.VersionRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.lifecycle.internal.ConcurrentBuildLogger,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-intValue,F1-getBasedir,F1-getBooleanValue,F1-longValue,F1-equals,F1-floatValue,F1-charAt,F1-getPlugins,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-start,F9-buildStartTime,F9-username,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-pomArtifact,F9-NA,F9-relocatedArtifact,F9-pomFile,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-Exception,F4-long,F4-Date,F4-float,F4-char,F4-byte[],F4-File,F4-void,F4-double,F4-List,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-Authentication,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-NA,F8-DefaultModelBuildingRequest,F8-InternalConfig,F8-ProjectBuilder,F11-lifecyclePhase,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-rfscholte@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-jason@tesla.io,F71-jdcasey@apache.org,F74,F73,F84,F146,status
4561,org/apache/maven/project/inheritance/t10,org/apache/maven/project/inheritance/t10/ProjectInheritanceTest.java,2476,True,24,1,30,1,8,1,10,1,0.691489361702,36,44,1.22222222222,0.25,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,STYLE,0.174458380844,DLS_DEAD_LOCAL_STORE,17,2,1,0.00112612612613,0.00112612612613,0.00112612612613,-1.0,0.0392156862745,0.00179418172498,0.0687203791469,0.358887020837,-0.915032679739,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,13,4044,2476,4561,0,0.0,0,0,0,0,0.0,143,5,2,150,0,138,0,0.00773372418973,0,143,0,5,2,0,150,138,0.00773372418973,652,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1168,10178,652,1168,open
4414,org/apache/maven/project/inheritance/t11,org/apache/maven/project/inheritance/t11/ProjectInheritanceTest.java,2378,True,10,1,14,1,8,1,2,1,0.890625,21,35,1.66666666667,0.6,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,STYLE,0.174458380844,DLS_DEAD_LOCAL_STORE,17,2,1,0.00112612612613,0.00112612612613,0.00112612612613,-1.0,0.0392156862745,0.00179418172498,0.0687203791469,0.358887020837,-0.915032679739,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,8,3897,2378,4414,0,0.0,0,0,0,0,0.0,144,1,0,145,0,143,0,0.0847463581163,0,144,0,1,0,0,145,143,0.0847463581163,652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1168,10178,652,1168,open
1961,org/apache/maven/project/interpolation,org/apache/maven/project/interpolation/AbstractStringBasedModelInterpolator.java,1575,True,43,14,412,4,0,37,4,11,0.552825552826,295,61,0.206779661017,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.00675675675676,0.0045045045045,0.00112612612613,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,0.0,0.5,9,1444,1575,1961,0,0.0,0,0,0,0,0.0,325,9,0,334,0,316,0,0.0374079704113,0,1582,0,598,7,0,2187,984,0.0536841071014,83,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,599,10178,83,599,open
1961,org/apache/maven/project/interpolation,org/apache/maven/project/interpolation/AbstractStringBasedModelInterpolator.java,1575,True,0,14,412,4,14,37,1,11,0.574938574939,295,61,0.206779661017,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,PERFORMANCE,0.0296465222349,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00675675675676,0.0045045045045,0.0,0.0,0.346153846154,0.0226331360947,0.0909090909091,0.105058906097,-0.153846153846,0.0,0.0205245153934,0.105058906097,0.0,0.5,9,1444,1575,1961,0,0.0,0,0,0,0,0.0,325,9,0,334,0,316,0,0.0374079704113,0,1582,0,598,7,0,2187,984,0.0536841071014,83,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,599,10178,83,599,close
1961,org/apache/maven/project/interpolation,org/apache/maven/project/interpolation/AbstractStringBasedModelInterpolator.java,1575,True,0,14,412,4,14,37,1,11,0.601965601966,295,61,0.206779661017,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,PERFORMANCE,0.0296465222349,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00675675675676,0.0045045045045,0.0,0.0,0.346153846154,0.0226331360947,0.0909090909091,0.105058906097,-0.153846153846,0.0,0.0205245153934,0.105058906097,0.0,0.5,9,1444,1575,1961,0,0.0,0,0,0,0,0.0,325,9,0,334,0,316,0,0.0374079704113,0,1582,0,598,7,0,2187,984,0.0536841071014,83,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,599,10178,83,599,close
1961,org/apache/maven/project/interpolation,org/apache/maven/project/interpolation/AbstractStringBasedModelInterpolator.java,1575,True,0,14,412,4,12,37,1,11,0.65601965602,295,61,0.206779661017,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,PERFORMANCE,0.0296465222349,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.00675675675676,0.0045045045045,0.0,0.0,0.346153846154,0.0226331360947,0.0909090909091,0.105058906097,-0.153846153846,0.0,0.0205245153934,0.105058906097,0.0,0.5,9,1444,1575,1961,0,0.0,0,0,0,0,0.0,325,9,0,334,0,316,0,0.0374079704113,0,1582,0,598,7,0,2187,984,0.0536841071014,83,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,599,10178,83,599,close
1801,org/apache/maven/project/interpolation,org/apache/maven/project/interpolation/BuildTimestampValueSource.java,1527,True,5,2,412,1,8,37,2,11,0.698412698413,30,21,0.7,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,MALICIOUS_CODE,0.00798175598632,EI_EXPOSE_REP2,18,2,1,0.00675675675676,0.00112612612613,0.00112612612613,-1.0,0.0,0.0,0.0,0.0,-0.857142857143,0.0,0.0,0.0,0.0,-1.0,3,1444,1575,1961,0,0.0,0,0,0,0,0.0,59,35,0,94,0,24,0,0.0252989103671,0,1582,0,598,7,0,2187,984,0.0536841071014,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1168,10178,83,599,open
1801,org/apache/maven/project/interpolation,org/apache/maven/project/interpolation/StringSearchModelInterpolator.java,1527,True,0,5,412,2,0,37,1,11,0.621951219512,345,23,0.0666666666667,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,STYLE,0.00570125427594,NP_LOAD_OF_KNOWN_NULL_VALUE,16,2,1,0.00675675675676,0.00112612612613,0.00112612612613,-1.0,0.8,0.00761904761905,0.0687203791469,0.358887020837,0.6,0.00798175598632,0.0262257696693,0.358887020837,0.0,-1.0,6,1444,1575,1961,0,0.0,0,0,0,0,0.0,662,22,2,686,0,640,0,0.140003247438,0,1582,0,598,7,0,2187,984,0.0536841071014,84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,600,10178,83,599,open
4603,org/apache/maven/project/path,org/apache/maven/project/path/DefaultPathTranslator.java,2498,True,30,6,129,1,0,13,8,3,0.252873563218,186,29,0.155913978495,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.00225225225225,0.00225225225225,0.00112612612613,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,19,6636,3022,7153,0,0.0,0,0,0,0,0.0,445,318,8,771,0,127,0,0.120320162953,0,554,0,452,8,0,1014,102,0.0750794172577,84,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,600,10178,84,600,open
4603,org/apache/maven/project/path,org/apache/maven/project/path/DefaultPathTranslator.java,2498,True,30,6,129,1,0,13,8,3,0.781609195402,186,29,0.155913978495,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,STYLE,0.147092360319,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.00225225225225,0.00225225225225,0.00112612612613,-1.0,0.031007751938,0.0014307748218,0.0687203791469,0.358887020837,-0.829457364341,0.00798175598632,0.0262257696693,0.358887020837,-1.0,-1.0,19,6636,3022,7153,0,0.0,0,0,0,0,0.0,445,318,8,771,0,127,0,0.120320162953,0,554,0,452,8,0,1014,102,0.0750794172577,84,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,600,10178,84,600,open
1379,org/apache/maven/properties/internal,org/apache/maven/properties/internal/EnvironmentUtils.java,1214,True,14,1,17,1,16,1,4,1,0.757142857143,28,34,1.21428571429,0.542857142857,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,MT_CORRECTNESS,0.00228050171038,LI_LAZY_INIT_STATIC,17,3,1,0.00112612612613,0.00112612612613,0.00112612612613,-1.0,0.0,0.0,0.3,0.261428571429,-1.0,0.0,0.00342075256556,0.261428571429,-1.0,-1.0,2,1153,1440,1670,0,0.0,0,0,0,0,0.0,52,1,0,53,0,51,0,0.190167661267,0,52,0,1,0,0,53,51,0.190167661267,863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1379,10178,863,1379,open
1801,org/apache/maven/repository,org/apache/maven/repository/ArtifactTransferEvent.java,1527,True,3,21,1236,1,8,261,1,26,0.63556851312,214,74,0.345794392523,0.666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,4,MALICIOUS_CODE,0.00684150513113,EI_EXPOSE_REP,18,2,1,0.0168918918919,0.0045045045045,0.00112612612613,-1.0,0.0,0.0,0.0,0.0,-0.833333333333,0.0,0.0,0.0,-0.733333333333,-1.0,3,1300,1531,1817,0,0.0,0,0,0,0,0.0,248,286,0,534,0,-38,0,0.232620108364,0,3268,0,971,22,0,4261,2297,0.0913866694674,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1168,10178,86,602,open
1801,org/apache/maven/repository,org/apache/maven/repository/ArtifactTransferEvent.java,1527,True,3,21,1236,1,8,261,1,26,0.650145772595,214,74,0.345794392523,0.666666666667,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,4,MALICIOUS_CODE,0.00798175598632,EI_EXPOSE_REP2,18,2,1,0.0168918918919,0.0045045045045,0.00112612612613,-1.0,0.0,0.0,0.0,0.0,-0.857142857143,0.0,0.0,0.0,-0.733333333333,-1.0,3,1300,1531,1817,0,0.0,0,0,0,0,0.0,248,286,0,534,0,-38,0,0.232620108364,0,3268,0,971,22,0,4261,2297,0.0913866694674,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1168,10178,86,602,open
1801,org/apache/maven/repository,org/apache/maven/repository/ArtifactTransferEvent.java,1527,True,0,21,1236,1,7,261,1,26,0.265306122449,214,74,0.345794392523,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,4,BAD_PRACTICE,0.103762827822,SE_NO_SERIALVERSIONID,19,3,0,0.0168918918919,0.0045045045045,0.0,0.0,0.0,0.0,0.059880239521,0.148993741598,-1.0,0.00228050171038,0.0102622576967,0.148993741598,-0.733333333333,-1.0,6,1352,1548,1869,0,0.0,0,0,0,0,0.0,248,286,0,534,0,-38,0,0.232620108364,0,3268,0,971,22,0,4261,2297,0.0913866694674,652,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1168,10178,86,602,open
