F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-char[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-static,F17-final,F17-NA,F17-final-final,F2-ResultSet,F2-Class,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Runtime,F2-Integer,F2-StringBuffer,F2-Properties,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.Boolean,F6-java.lang.StringBuffer,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F6-org.apache.derby.client.net.NetConnection,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-executeUpdate,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-indexName,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-String[],F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-EmbeddedBaseDataSource,F8-DDdependableFinder,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-ClientBaseDataSourceRoot,F8-DoubleProperties,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-RealTableScanStatistics,F8-RealHashTableStatistics,F8-NA,F8-ByteArray,F8-StatementKey,F8-NetworkServerControlImpl,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-rowResult,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-serialVersionUID,F11-portingOnly,F11-out,F11-IS_AT_LEAST_JDBC2,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-abrown@apache.org,F71-suresht@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
1816,org/apache/derby/impl/tools/sysinfo,org/apache/derby/impl/tools/sysinfo/Main.java,639,True,0,37,490,9,0,41,1,10,0.722312703583,789,181,0.229404309252,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,PERFORMANCE,0.001628001628,DM_NEW_FOR_GETCLASS,18,2,2,0.00441176470588,0.00441176470588,0.000735294117647,-1.0,0.0,0.0,0.201629327902,0.140921342955,-1.0,0.00407000407,0.036223036223,0.140921342955,-1.0,-1.0,22,6224,2650,6980,1,0.00680272108844,0,0,1,1,0.00340136054422,531,49,21,601,0,482,1,0.0811376647053,1,557,0,51,21,1,629,506,0.0414081422936,19,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,774,8135,19,774,open
1816,org/apache/derby/impl/tools/sysinfo,org/apache/derby/impl/tools/sysinfo/Main.java,639,True,0,37,490,9,0,41,1,10,0.734527687296,789,181,0.229404309252,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,PERFORMANCE,0.001628001628,DM_NEW_FOR_GETCLASS,18,2,2,0.00441176470588,0.00441176470588,0.000735294117647,-1.0,0.0,0.0,0.201629327902,0.140921342955,-1.0,0.00407000407,0.036223036223,0.140921342955,-1.0,-1.0,21,6148,2633,6904,1,0.00680272108844,0,0,1,1,0.00340136054422,531,49,21,601,0,482,1,0.0811376647053,1,557,0,51,21,1,629,506,0.0414081422936,19,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,774,8135,19,774,open
6601,org/apache/derby/jdbc,org/apache/derby/jdbc/AutoloadedDriver.java,2544,True,18,14,2726,2,12,421,1,47,0.899390243902,186,96,0.516129032258,0.666666666667,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,STYLE,0.026455026455,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.0290441176471,0.00110294117647,0.000367647058824,-1.0,0.0615384615385,0.00148080716128,0.0347826086957,0.12810082212,-0.876923076923,0.00895400895401,0.00569800569801,0.12810082212,-0.113924050633,-1.0,2,69,30,825,255,0.337179487179,11,300,-45,566,0.053785234629,70,38,2,110,11,32,26,0.170549296382,39,5052,2,2185,247,15,7484,2867,0.0611703824172,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,779,8135,18,773,open
6601,org/apache/derby/jdbc,org/apache/derby/jdbc/AutoloadedDriver.java,2544,True,14,14,2726,2,14,421,3,47,0.80487804878,186,96,0.516129032258,0.357142857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,MT_CORRECTNESS,0.00407000407,LI_LAZY_INIT_STATIC,17,3,1,0.0290441176471,0.00110294117647,0.000367647058824,-1.0,0.0,0.0,0.149068322981,0.0834179922757,-1.0,0.00936100936101,0.000407000407,0.0834179922757,-0.113924050633,-1.0,4,992,598,1748,255,0.337179487179,11,300,-45,566,0.053785234629,70,38,2,110,11,32,26,0.170549296382,39,5052,2,2185,247,15,7484,2867,0.0611703824172,24,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,779,8135,18,773,open
6601,org/apache/derby/jdbc,org/apache/derby/jdbc/AutoloadedDriver.java,2544,True,13,14,2726,2,14,421,3,47,0.740853658537,186,96,0.516129032258,0.423076923077,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3,MT_CORRECTNESS,0.000814000814001,LI_LAZY_INIT_UPDATE_STATIC,11,3,1,0.0290441176471,0.00110294117647,0.000367647058824,-1.0,0.0,0.0,0.149068322981,0.0834179922757,-1.0,0.00936100936101,0.000407000407,0.0834179922757,-0.113924050633,-1.0,8,1435,870,2191,255,0.337179487179,11,300,-45,566,0.053785234629,70,38,2,110,11,32,26,0.170549296382,39,5052,2,2185,247,15,7484,2867,0.0611703824172,24,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,779,8135,18,773,open
1122,org/apache/derby/jdbc,org/apache/derby/jdbc/BasicClientDataSource40.java,152,True,0,1,2726,1,6,421,1,47,0.962962962963,24,20,0.833333333333,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,STYLE,0.00936100936101,RI_REDUNDANT_INTERFACES,20,3,0,0.0290441176471,0.000367647058824,0.0,0.0,0.0434782608696,0.00106635645388,0.0347826086957,0.12810082212,-0.913043478261,0.00895400895401,0.00569800569801,0.12810082212,-0.113924050633,-1.0,2,366,152,1122,255,0.233333333333,11,300,-45,566,0.053785234629,48,13,0,61,13,35,1,0.214583333333,14,5052,0,2185,247,-12,7484,2867,0.0611703824172,115,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,870,8135,18,773,open
1122,org/apache/derby/jdbc,org/apache/derby/jdbc/BasicEmbeddedConnectionPoolDataSource40.java,152,True,0,4,2726,1,5,421,1,47,0.516483516484,40,36,0.9,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,BAD_PRACTICE,0.00814000814001,HE_INHERITS_EQUALS_USE_HASHCODE,16,2,0,0.0290441176471,0.000367647058824,0.0,0.0,0.05,0.00135714285714,0.00963855421687,0.00439206910366,-0.9,0.001628001628,0.0,0.00439206910366,-0.113924050633,-1.0,2,366,152,1122,255,0.019801980198,11,300,-45,566,0.053785234629,67,1,0,68,1,66,1,0.0564454188719,2,5052,0,2185,247,0,7484,2867,0.0611703824172,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,779,8135,18,773,open
1122,org/apache/derby/jdbc,org/apache/derby/jdbc/BasicEmbeddedDataSource40.java,152,True,0,1,2726,1,4,421,1,47,0.95652173913,22,13,0.590909090909,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,BAD_PRACTICE,0.00814000814001,HE_INHERITS_EQUALS_USE_HASHCODE,16,2,0,0.0290441176471,0.000735294117647,0.0,0.0,0.05,0.00135714285714,0.00963855421687,0.00439206910366,-0.9,0.001628001628,0.0,0.00439206910366,-0.113924050633,1.0,2,366,152,1122,255,0.428571428571,11,300,-45,566,0.053785234629,34,9,0,43,9,25,0,0.236421130952,9,5052,0,2185,247,-9,7484,2867,0.0611703824172,81,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,836,8135,18,773,close
1122,org/apache/derby/jdbc,org/apache/derby/jdbc/BasicEmbeddedDataSource40.java,152,True,0,1,2726,1,4,421,1,47,0.95652173913,22,13,0.590909090909,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,STYLE,0.00936100936101,RI_REDUNDANT_INTERFACES,20,3,0,0.0290441176471,0.000735294117647,0.0,0.0,0.0434782608696,0.00106635645388,0.0347826086957,0.12810082212,-0.913043478261,0.00895400895401,0.00569800569801,0.12810082212,-0.113924050633,1.0,2,366,152,1122,255,0.428571428571,11,300,-45,566,0.053785234629,34,9,0,43,9,25,0,0.236421130952,9,5052,0,2185,247,-9,7484,2867,0.0611703824172,81,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,836,8135,18,773,close
779,org/apache/derby/jdbc,org/apache/derby/jdbc/BasicEmbeddedXADataSource40.java,12,True,0,6,2726,1,5,421,1,47,0.440677966102,57,37,0.649122807018,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,BAD_PRACTICE,0.00814000814001,HE_INHERITS_EQUALS_USE_HASHCODE,16,2,0,0.0290441176471,0.000367647058824,0.0,0.0,0.05,0.00135714285714,0.00963855421687,0.00439206910366,-0.9,0.001628001628,0.0,0.00439206910366,-0.113924050633,-1.0,2,366,152,1122,255,0.0175438596491,11,300,-45,566,0.053785234629,83,1,0,84,1,82,1,0.0548911649202,2,5052,0,2185,247,0,7484,2867,0.0611703824172,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,779,8135,18,773,open
870,org/apache/derby/jdbc,org/apache/derby/jdbc/ClientBaseDataSourceRoot.java,47,True,3,79,2726,2,0,421,1,47,0.837160751566,746,486,0.651474530831,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,28,STYLE,0.039479039479,BC_UNCONFIRMED_CAST,20,3,1,0.0290441176471,0.0102941176471,0.000367647058824,1.0,0.0412371134021,0.00101375933026,0.0347826086957,0.12810082212,-0.917525773196,0.00895400895401,0.00569800569801,0.12810082212,-0.113924050633,1.0,10,395,173,1151,255,0.00514540846239,11,300,-45,566,0.053785234629,1262,38,0,1300,26,1224,9,0.0865986507708,35,5052,0,2185,247,-17,7484,2867,0.0611703824172,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,778,8135,18,773,close
870,org/apache/derby/jdbc,org/apache/derby/jdbc/ClientBaseDataSourceRoot.java,47,True,0,79,2726,2,0,421,1,47,0.0487125956855,746,486,0.651474530831,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,28,BAD_PRACTICE,0.00854700854701,DE_MIGHT_IGNORE,19,3,1,0.0290441176471,0.0102941176471,0.000367647058824,1.0,0.047619047619,0.0012957563978,0.00963855421687,0.00439206910366,-0.904761904762,0.001628001628,0.0,0.00439206910366,-0.113924050633,1.0,10,395,173,1151,255,0.00514540846239,11,300,-45,566,0.053785234629,1262,38,0,1300,26,1224,9,0.0865986507708,35,5052,0,2185,247,-17,7484,2867,0.0611703824172,23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,778,8135,18,773,close
