F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-List<ByteBuffer>,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-write,F1-assertEquals,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-BigInteger,F4-long[],F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
12602,org/apache/cassandra/thrift,org/apache/cassandra/thrift/AuthenticationRequest.java,1980,True,0,32,51173,7,3,1990,1,1036,0.129032258065,349,49,0.140401146132,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497,3,BAD_PRACTICE,0.0659382064808,SE_NO_SERIALVERSIONID,19,3,0,0.0255146568099,0.000154012012937,0.0,0.0,0.222857142857,0.00618542274052,0.208981001727,0.231490931437,-0.542857142857,0.00263752825923,0.0433308214017,0.231490931437,-0.48490945674,1.0,40,10359,1980,12602,1960,0.0,468,2089,-129,4517,0.00919087909017,506,406,59,971,0,100,0,0.170076377745,0,84574,0,52745,12265,0,149584,31829,0.0566812076928,3095,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,5337,13775,30,2271,0
12602,org/apache/cassandra/thrift,org/apache/cassandra/thrift/AuthorizationException.java,1980,True,0,30,51173,7,3,1990,1,1036,0.145278450363,299,49,0.163879598662,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,497,3,BAD_PRACTICE,0.0482290881688,CN_IDIOM,16,2,0,0.0255146568099,0.000154012012937,0.0,0.0,0.28125,0.00721958705357,0.208981001727,0.231490931437,-0.421875,0.00263752825923,0.0433308214017,0.231490931437,-0.48490945674,1.0,25,10359,1980,12602,1960,0.0,468,2089,-129,4517,0.00919087909017,110,323,38,471,0,-213,0,0.0944372338169,0,84574,0,52745,12265,0,149584,31829,0.0566812076928,3095,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,5337,13775,30,2271,0
12602,org/apache/cassandra/thrift,org/apache/cassandra/thrift/AuthorizationException.java,1980,True,17,30,51173,7,4,1990,6,1036,0.661016949153,299,49,0.163879598662,0.352941176471,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,3,PERFORMANCE,0.0452147701583,DM_BOXED_PRIMITIVE_FOR_COMPARE,20,3,1,0.0255146568099,0.000154012012937,5.13373376457e-05,1.0,0.291666666667,0.0137731481481,0.25641025641,0.102865614018,-0.4,0.00678221552374,0.0467219291635,0.102865614018,-0.48490945674,1.0,2,3357,672,5600,1960,0.0,468,2089,-129,4517,0.00919087909017,110,323,38,471,0,-213,0,0.0944372338169,0,84574,0,52745,12265,0,149584,31829,0.0566812076928,3095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5337,13775,30,2271,0
12602,org/apache/cassandra/thrift,org/apache/cassandra/thrift/AuthorizationException.java,1980,True,0,30,51173,7,3,1990,1,1036,0.145278450363,299,49,0.163879598662,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,497,3,BAD_PRACTICE,0.0659382064808,SE_NO_SERIALVERSIONID,19,3,0,0.0255146568099,0.000154012012937,0.0,0.0,0.222857142857,0.00618542274052,0.208981001727,0.231490931437,-0.542857142857,0.00263752825923,0.0433308214017,0.231490931437,-0.48490945674,1.0,25,10359,1980,12602,1960,0.0,468,2089,-129,4517,0.00919087909017,110,323,38,471,0,-213,0,0.0944372338169,0,84574,0,52745,12265,0,149584,31829,0.0566812076928,3095,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,5337,13775,30,2271,0
5903,org/apache/cassandra/thrift,org/apache/cassandra/thrift/CASResult.java,729,True,0,38,51173,7,3,1990,1,1036,0.0993031358885,448,49,0.109375,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497,3,BAD_PRACTICE,0.0482290881688,CN_IDIOM,16,2,0,0.0255146568099,0.000154012012937,0.0,0.0,0.28125,0.00721958705357,0.208981001727,0.231490931437,-0.421875,0.00263752825923,0.0433308214017,0.231490931437,-0.48490945674,1.0,1,3660,729,5903,1960,0.0,468,2089,-129,4517,0.00919087909017,9,9,0,18,0,0,0,0.047619047619,0,84574,0,52745,12265,0,149584,31829,0.0566812076928,3359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5600,13775,30,2271,0
5903,org/apache/cassandra/thrift,org/apache/cassandra/thrift/CASResult.java,729,True,54,38,51173,7,4,1990,19,1036,0.627177700348,448,49,0.109375,0.203703703704,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,3,PERFORMANCE,0.0452147701583,DM_BOXED_PRIMITIVE_FOR_COMPARE,20,3,1,0.0255146568099,0.000154012012937,5.13373376457e-05,1.0,0.291666666667,0.0137731481481,0.25641025641,0.102865614018,-0.4,0.00678221552374,0.0467219291635,0.102865614018,-0.48490945674,1.0,0,3357,672,5600,1960,0.0,468,2089,-129,4517,0.00919087909017,9,9,0,18,0,0,0,0.047619047619,0,84574,0,52745,12265,0,149584,31829,0.0566812076928,3359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5600,13775,30,2271,0
5903,org/apache/cassandra/thrift,org/apache/cassandra/thrift/CASResult.java,729,True,0,38,51173,7,3,1990,1,1036,0.0993031358885,448,49,0.109375,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,497,3,BAD_PRACTICE,0.0659382064808,SE_NO_SERIALVERSIONID,19,3,0,0.0255146568099,0.000154012012937,0.0,0.0,0.222857142857,0.00618542274052,0.208981001727,0.231490931437,-0.542857142857,0.00263752825923,0.0433308214017,0.231490931437,-0.48490945674,1.0,1,3660,729,5903,1960,0.0,468,2089,-129,4517,0.00919087909017,9,9,0,18,0,0,0,0.047619047619,0,84574,0,52745,12265,0,149584,31829,0.0566812076928,3359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5600,13775,30,2271,0
11562,org/apache/cassandra/thrift,org/apache/cassandra/thrift/Cassandra.java,1745,True,0,24,51173,730,11,1990,1,1036,0.0989353693946,45543,2612,0.0573523922447,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,353,BAD_PRACTICE,0.00565184626978,NM_CLASS_NAMING_CONVENTION,16,2,0,0.0255146568099,0.0181220801889,0.0,0.0,0.0,0.0,0.208981001727,0.231490931437,-1.0,0.00263752825923,0.0433308214017,0.231490931437,-0.48490945674,-1.0,128,10359,1980,12602,1960,0.281513254018,468,2089,-129,4517,0.00919087909017,58046,38889,10572,107507,1531,19157,436,0.415986767925,2416,84574,449,52745,12265,-1095,149584,31829,0.0566812076928,269,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2510,13775,30,2271,1
11562,org/apache/cassandra/thrift,org/apache/cassandra/thrift/Cassandra.java,1745,True,0,24,51173,730,11,1990,1,1036,0.100118292289,45543,2612,0.0573523922447,1.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,353,BAD_PRACTICE,0.00565184626978,NM_CLASS_NAMING_CONVENTION,16,2,0,0.0255146568099,0.0181220801889,0.0,0.0,0.0,0.0,0.208981001727,0.231490931437,-1.0,0.00263752825923,0.0433308214017,0.231490931437,-0.48490945674,-1.0,128,10359,1980,12602,1960,0.281513254018,468,2089,-129,4517,0.00919087909017,58046,38889,10572,107507,1531,19157,436,0.415986767925,2416,84574,449,52745,12265,-1095,149584,31829,0.0566812076928,269,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2510,13775,30,2271,1
11562,org/apache/cassandra/thrift,org/apache/cassandra/thrift/Cassandra.java,1745,True,0,24,51173,730,0,1990,1,1036,0.110943829086,45543,2612,0.0573523922447,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,353,STYLE,0.051996985682,DLS_DEAD_LOCAL_STORE,15,1,5,0.0255146568099,0.0181220801889,0.000256686688228,-1.0,0.0869565217391,0.00273776155401,0.061433447099,0.089737984519,-0.81884057971,0.00301431801055,0.0244913338357,0.089737984519,-0.48490945674,-1.0,125,10306,1971,12549,1960,0.281513254018,468,2089,-129,4517,0.00919087909017,58046,38889,10572,107507,1531,19157,436,0.415986767925,2416,84574,449,52745,12265,-1095,149584,31829,0.0566812076928,269,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2510,13775,30,2271,1
11562,org/apache/cassandra/thrift,org/apache/cassandra/thrift/Cassandra.java,1745,True,0,24,51173,730,0,1990,1,1036,0.115836828333,45543,2612,0.0573523922447,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,353,STYLE,0.051996985682,DLS_DEAD_LOCAL_STORE,15,1,5,0.0255146568099,0.0181220801889,0.000256686688228,-1.0,0.0869565217391,0.00273776155401,0.061433447099,0.089737984519,-0.81884057971,0.00301431801055,0.0244913338357,0.089737984519,-0.48490945674,-1.0,96,9651,1802,11894,1960,0.281513254018,468,2089,-129,4517,0.00919087909017,58046,38889,10572,107507,1531,19157,436,0.415986767925,2416,84574,449,52745,12265,-1095,149584,31829,0.0566812076928,269,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2510,13775,30,2271,1
11562,org/apache/cassandra/thrift,org/apache/cassandra/thrift/Cassandra.java,1745,True,0,24,51173,730,0,1990,1,1036,0.116750905115,45543,2612,0.0573523922447,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,353,STYLE,0.051996985682,DLS_DEAD_LOCAL_STORE,15,1,5,0.0255146568099,0.0181220801889,0.000256686688228,-1.0,0.0869565217391,0.00273776155401,0.061433447099,0.089737984519,-0.81884057971,0.00301431801055,0.0244913338357,0.089737984519,-0.48490945674,-1.0,79,9284,1741,11527,1960,0.281513254018,468,2089,-129,4517,0.00919087909017,58046,38889,10572,107507,1531,19157,436,0.415986767925,2416,84574,449,52745,12265,-1095,149584,31829,0.0566812076928,269,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2510,13775,30,2271,1
